id,votante,alpha,dim_lat1,dim_lat2
861,Davi Alves Silva Júnior,-0.15073715,-0.7274159,-0.45141977
862,Décio Lima,0.22371808,-2.8110778,0.9820634
863,Domingos Dutra,0.021462915,0.022182323,0.47508994
864,Dr. Adilson Soares,0.018175572,-0.7846854,-0.08836133
865,Dr. Nechar,-0.4547855,-0.5604349,-1.1131486
866,Dr. Paulo César,0.11663694,-1.1179352,-0.83914876
867,Dr. Talmir,-0.10598334,-0.199563,-0.69466805
868,Dr. Ubiali,0.06425239,-0.24813402,0.078991786
869,Edgar Moury,0.17445967,2.893951,0.6193068
870,Edigar Mão Branca,-0.15401311,-0.060254056,-0.8835851
871,Edio Lopes,-0.083533235,-1.7545494,-1.554183
872,Edson Aparecido,-0.19505598,0.45248315,-3.212447
873,Edson Santos,0.004864652,-0.9214328,0.64294803
874,Eduardo Amorim,0.0011286362,-0.56078833,-0.79156727
875,Eduardo da Fonte,0.018711152,-2.4154105,-1.2457539
876,Eduardo Lopes,-0.008422168,-1.5150928,0.06324687
877,Efraim Filho,-0.020143675,0.92522544,-2.263236
878,Eliene Lima,0.010345448,-1.2169285,-1.2187026
879,Elismar Prado,-0.0011442559,-0.77553785,-0.10021736
880,Emanuel Fernandes,-0.19063184,0.75500745,-1.4760895
881,Ernandes Amorim,-0.0018248402,-0.1870817,0.6061315
882,Eudes Xavier,-0.46061155,0.32525733,0.34939075
883,Eugênio Rabelo,-0.00054189743,-2.4574108,-1.1568528
884,Felipe Bornier,0.032988533,-0.14558822,-1.9403303
885,Felipe Maia,0.014829704,1.3356432,-3.8747518
886,Fernando Chucre,-0.30779317,0.62696034,-0.92866856
887,Fernando Coelho Filho,-0.18084393,-0.88915175,-1.8269594
888,Fernando Melo,-0.0024000232,-0.28642327,-0.85155386
889,Filipe Pereira,0.0041679144,-1.0881264,-0.178312
890,Flaviano Melo,-0.097850785,-1.3053308,-1.5596855
891,Flávio Bezerra,-0.000269364,-3.561283,-0.5503598
892,Francisco Praciano,0.0057463995,2.2277215,-0.8694577
893,Francisco Rossi,-0.48006088,0.4333966,-0.09747016
894,Francisco Tenório,0.0032470303,-1.3888168,-0.79583865
895,Frank Aguiar,0.01069937,-3.6734133,-1.8833188
896,George Hilton,0.34422958,-0.35887554,0.9931585
897,Geraldo Pudim,0.00538606,-2.6776779,0.024054166
898,Germano Bonow,-3.3465007e-05,0.7673799,-3.1269631
899,Gladson Cameli,0.074911356,-1.4952191,-0.69533867
900,Guilherme Campos,-0.1759495,0.33242413,-1.8765429
901,Homero Pereira,0.0005069354,-4.00254,-3.4071836
902,Humberto Souto,0.06078523,0.45204836,-0.3496027
903,Ilderlei Cordeiro,0.013499305,0.45502532,-2.4699838
904,Iran Barbosa,-0.015722021,1.9034986,-1.8967264
905,Jairo Ataíde,0.044885248,-0.5963553,-1.7919075
906,Janete Rocha Pietá,-0.03255663,-1.7609468,1.4601518
907,Jerônimo Reis,0.18647511,-1.418295,0.022946736
908,Jilmar Tatto,0.00022235491,-3.803949,2.2042787
909,Jô Moraes,0.023716094,-0.96229994,1.403652
910,João Bittar,0.03604665,-1.669139,-0.68920785
911,João Oliveira,0.005958767,1.0762098,-3.5689633
912,Joaquim Beltrão,0.0034828372,-3.3768384,-1.9234366
913,Jorginho Maluly,0.014545431,-0.09417284,-2.9189453
914,José Carlos Vieira,0.0031146246,-0.17458373,-0.33945224
915,José Guimarães,-0.0069684666,-2.2506664,0.9145887
916,José Paulo Tóffano,-0.0002416917,-0.44446462,-0.80752814
917,Joseph Bandeira,-0.008193396,-4.200969,0.025608666
918,Julião Amin,-0.0070112403,-1.6511046,1.5590461
919,Jurandy Loureiro,-0.009669566,-1.1593179,-0.22227408
920,Jusmari Oliveira,-0.002281766,-2.7310903,-1.1669164
921,Juvenil,0.0034760707,0.38525933,-0.23040046
922,Laerte Bessa,0.0047308803,-1.0802904,-0.93869764
923,Lázaro Botelho,-0.044371728,-2.8992105,-2.0472014
924,Leandro Sampaio,0.12564842,0.43570974,-1.0932941
925,Lelo Coimbra,-0.01837369,-0.41407856,-0.2660842
926,Léo Vivas,0.032690074,-0.49590343,1.29762
927,Leonardo Quintão,0.2253979,-1.3297318,-1.4801357
928,Lídice da Mata,-0.0029324656,-2.0991595,3.0312896
929,Lira Maia,0.12186607,1.5728319,-3.1342309
930,Lucenira Pimentel,-0.00339746,-0.88882446,-2.3477812
931,Luciana Costa,0.015762603,-0.94577783,-2.4096744
932,Lúcio Vale,-0.09614849,-2.5196226,-0.91446406
933,Luiz Carlos Busato,0.01029606,-3.427437,-1.459939
934,Luiz Carlos Setim,0.12751076,-0.5494188,-2.038609
935,Luiz Fernando Faria,-0.002331598,-2.2323759,-2.0935214
936,Luiz Paulo Vellozo Lucas,-0.17191629,0.9186837,-1.7397227
937,Manoel Junior,0.0017220879,-2.8790946,-3.1404126
938,Manuela D`Ávila,0.01593792,-1.0863296,0.2889129
939,Marcelo Itagiba,-0.5759581,1.1613686,-0.27309602
940,Marcos Antonio,0.00951506,-0.25238883,1.1327453
941,Marcos Montes,0.004623407,-0.09726495,-2.7614083
942,Mauro Nazif,0.092684306,0.14304706,1.2189039
943,Miguel Corrêa,-0.010039062,-2.7477665,0.7831882
944,Miguel Martini,0.0013887009,0.2463392,2.0661108
945,Moises Avelino,-0.031725813,-2.3875432,-1.6221242
946,Moreira Mendes,0.013529658,0.62883765,-1.271079
947,Neilton Mulim,-0.0059906854,-2.7344298,-0.022021797
948,Osmar Júnior,0.09656891,-0.48160273,1.2246665
949,Pastor Manoel Ferreira,-0.36946884,-0.11349266,0.9399596
950,Paulo Abi-Ackel,0.15919365,-0.042660564,-0.7805922
951,Paulo Bornhausen,-0.0043037515,0.56620777,-1.9356042
952,Paulo Henrique Lustosa,0.0012576438,-2.2611709,-1.6556661
953,Paulo Maluf,-0.007930179,-2.04282,-2.1271214
954,Paulo Pereira da Silva,0.081553325,-0.14403412,0.6179451
955,Paulo Piau,-0.000457899,-1.0844069,-1.7813133
956,Paulo Roberto Pereira,0.012483873,-3.0207813,-0.06403007
957,Pedro Wilson,-0.0009975799,-4.197912,0.7919689
958,Pepe Vargas,-0.08330958,-1.9460627,2.0938005
959,Pinto Itamaraty,-0.35981455,0.95977193,-2.9281201
960,Professor Setimo,-0.0032564173,-2.4238155,-1.2147317
961,Professor Victório Galli,0.043834597,1.1203018,-0.6646885
962,Regis de Oliveira,-0.016672624,-0.022507858,-0.5131627
963,Reinaldo Nogueira,-0.0046341396,-1.7962395,-1.2683976
964,Renato Amary,0.00887962,0.8206334,-4.0648594
965,Renato Molling,-0.0126302205,-1.6179924,-1.1879616
966,Ricardo Tripoli,-0.09098829,0.40713993,-1.5305412
967,Roberto Britto,0.026964534,-3.6846983,-1.810875
968,Roberto Santiago,-0.031089399,-0.2813209,-0.7312782
969,Rodovalho,-0.020880897,-3.5275698,0.59274966
970,Rodrigo de Castro,0.081014745,-0.35668838,-1.3585733
971,Rodrigo Rollemberg,-0.01492744,-2.0877156,0.7614017
972,Rogério Marinho,-0.033055514,0.73608387,-1.6423569
973,Rômulo Gouveia,0.17024012,0.17761625,-1.7020463
974,Sabino Castelo Branco,0.13619211,0.96287036,0.6111278
975,Sérgio Barradas Carneiro,0.0026848235,-2.3711996,0.28408557
976,Sérgio Brito,0.14955848,-1.7652277,-2.5666292
977,Sérgio Moraes,0.026707832,0.036915228,-0.3531474
978,Silvinho Peccioli,-0.0032087339,1.788498,-0.63097554
979,Silvio Costa,-0.0057694996,-1.0992789,1.2494836
980,Solange Almeida,0.006278178,-1.9490924,0.0072414703
981,Solange Amaral,0.016244886,0.9333926,-1.2398022
982,Suely,-0.0055071125,-0.80656356,-1.3579718
983,Urzeni Rocha,-0.011798956,0.31435952,-1.9956219
984,Valadares Filho,0.01693563,-0.21835987,-0.25766808
985,Valtenir Pereira,-0.005136911,-2.1004627,0.13673186
986,Vanderlei Macris,0.071894474,-0.2865995,0.056777608
987,Veloso,-0.001346921,-1.8224069,0.18543991
988,Vicentinho Alves,0.016351748,-1.5138241,-2.82183
989,Vieira da Cunha,0.006171841,-0.083494104,0.25616187
990,Vilson Covatti,0.08867469,-2.6976714,-2.0090966
991,Vinicius Carvalho,-0.043032184,-1.773436,-2.0050435
992,Vital do Rêgo Filho,0.0075146784,-0.11448042,0.5379919
993,Vitor Penido,0.008659996,-0.10442807,-1.3071886
994,Waldir Maranhão,0.09305959,-1.3879124,0.7884971
995,Walter Ihoshi,-0.02056621,-0.49249375,-2.411602
996,Wandenkolk Gonçalves,0.12498233,0.77527964,-2.9364693
997,William Woo,0.09260433,0.035202198,-1.3528029
998,Aelton Freitas,-0.042352058,-2.434134,-2.0959175
999,Camilo Cola,0.052308522,-3.2631202,-2.391677
1000,Djalma Berger,-0.0009667109,-1.412744,-1.7349775
1001,Duarte Nogueira,-0.21819797,0.61921996,-2.8985515
1002,Edmilson Valentim,0.010860839,0.025896586,-0.21736081
1003,Fábio Ramalho,0.04496904,-1.7388114,-0.59767824
1004,Flávio Dino,0.04056644,0.11529021,1.0786871
1005,Hugo Leal,-0.10457896,-2.077562,-1.468116
1006,Ibsen Pinheiro,0.008618121,-1.0524637,0.24332038
1007,João Maia,-0.023831375,-1.8021601,-3.0228899
1008,José Airton Félix Cirilo,-0.0049328925,-0.9275894,-0.04974102
1009,Lindomar Garçon,-0.12294621,-1.45326,-1.7723529
1010,Marcelo Almeida,-0.36824524,0.26012442,2.9849339
1011,Marcelo Melo,0.0011274922,-1.7557888,-0.8916562
1012,Marcelo Serafim,0.00076207303,-1.0925672,0.89464974
1013,Marcio Junqueira,-0.009150059,1.1357576,-1.483729
1014,Matteo Chiarelli,3.1434938e-05,0.46415266,-1.1737605
1015,Nelson Goetten,0.01033766,-5.0693493,-0.31697103
1016,Nilmar Ruiz,-0.0023954227,0.6408093,-0.9576877
1017,Paulo Renato Souza,-0.0039289943,1.4283532,-1.6341088
1018,Paulo Teixeira,-0.060395796,-3.5002594,2.9738505
1019,Professor Ruy Pauletti,0.009305506,0.58663785,-3.558404
1020,Raul Henry,0.14896747,2.6970751,0.62983286
1021,Rebecca Garcia,-0.0058057685,-1.311922,0.4110562
1022,Rodrigo Rocha Loures,-0.027030677,-1.1720088,-1.4639215
1023,Sergio Petecão,-0.0026726604,-1.5411171,0.9595113
1024,Silvio Lopes,-0.17885315,0.75161225,-3.71031
1025,Sueli Vidigal,-0.03521346,-0.70625186,-0.10367278
1026,Tonha Magalhães,0.017222606,-0.17045505,-2.190679
1027,Uldurico Pinto,0.014471652,-1.1371737,1.2578466
1028,Waldir Neves,-0.0015013525,0.5216972,-3.424839
1029,Beto Mansur,-0.01843341,-1.1391156,-2.7869818
1030,Brizola Neto,-0.008383616,-0.83370167,2.0557702
1031,Íris de Araújo,0.0007598669,-2.5453548,-1.5758125
1032,José Fernando Aparecido de Oliveira,0.0017847501,-0.06033368,-1.1857555
1033,Laurez Moreira,3.7951024e-05,-1.705953,-0.07327483
1034,Márcio França,0.016021742,0.012452417,-0.06984661
1035,Marcos Medrado,-0.14963715,-1.1130621,0.6626272
1036,Maurício Trindade,0.0037904119,-0.4117203,-1.7416958
1037,Neudo Campos,-0.0059707607,-1.6716495,-1.9565008
1038,Otavio Leite,0.18604545,-0.28895015,-0.7670863
1039,Ratinho Junior,-0.046520144,-1.5190403,-1.2302462
1040,Rogerio Lisboa,0.004425784,0.72682106,-1.5001427
1041,Sebastião Bala Rocha,-0.001941722,0.34605315,-0.19166553
1042,Abelardo Camarinha,0.18119337,0.36165383,-0.3433322
1043,Acélio Casagrande,0.0003315485,-0.16698425,-0.45287704
1044,Alberto Silva,-4.3174005e-05,-1.0111823,-0.023674073
1045,Antonio José Medeiros,0.006115659,0.11487575,-0.75907654
1046,Bispo Gê Tenuta,0.015611831,1.4685684,-2.1863086
1047,Carlos Bezerra,-0.00056649954,-1.4429187,0.35652933
1048,Carlos Wilson,-7.2870034e-06,-2.2436826,-1.2449178e-05
1049,Fábio Faria,0.065436974,-2.2173667,-2.5991094
1050,Indio da Costa,0.016525947,-0.23126492,-1.1481761
1051,João Carlos Bacelar Filho,-0.10031144,-2.752543,-2.792536
1052,Neri Geller,-0.001288199,-0.950382,-2.1665125
1053,Dr. Basegio,4.1792933e-05,-0.8789366,-2.1340725
1054,Gerônimo da Adefal,1.32528985e-05,-0.016029974,-1.8971729
1055,Mauro Mariani,-0.30979386,-2.609759,-3.8285275
1056,Marina Maggessi,0.00858816,0.3168435,-0.2755427
1057,Izalci Lucas,-0.08489266,0.1999254,-2.2530117
1058,Walter Brito Neto,-3.3145632e-05,-1.1794182,-0.79955876
1059,Geraldo Simões,-0.001855066,-3.9108474,1.014147
1060,Ronaldo Leite,-4.8212532e-05,-1.7217537,0.020025339
1061,José Maia Filho,-0.005152535,-1.1848625,-1.3159498
1062,Ricardo Quirino,0.0134736,-1.2574382,-1.5943466
1063,José Edmar,0.0017308694,-0.57789314,-2.2845798
1064,Márcio Marinho,-0.021455772,-2.0065484,-2.173673
1065,Eduardo Moura,-0.0016714042,-0.1321777,0.0011866125
1066,Laercio Oliveira,-0.019351566,0.005349921,-1.008361
1067,Major Fábio,-0.010737865,1.8482405,-1.6621197
1068,Saturnino Masson,-5.5858258e-05,-0.46227777,-3.46817
1069,Alessandro Sabino,6.075654e-05,1.0344583e-05,-0.017182253
1070,Antonio Carlos Chamariz,-0.0011538762,-1.0799315,-0.7021279
1071,Capitão Assumção,-0.013602039,-0.6235772,1.0089873
1072,Charles Lucena,-0.009007553,-1.8597941,-1.8375291
1073,Eleuses Paiva,0.12100612,0.43511108,-1.9102647
1074,Elizeu Aguiar,-0.0016854291,-2.1584857,-0.7977985
1075,Emilia Fernandes,0.0140578095,-1.1787552,-0.98695433
1076,Emiliano José,-0.0020744368,-2.5926452,1.4771507
1077,Fernando Chiarelli,0.013925518,1.1531632,-0.26341993
1078,Fernando Marroni,-0.0011817493,-4.024353,1.815366
1079,Fernando Nascimento,-0.016721284,-0.93876535,-1.2913535
1080,Glauber Braga,-0.20486632,-0.2800189,2.3080618
1081,Paes de Lira,-0.98313695,1.4268194,-1.1947304
1082,Wilson Picler,-0.0017694274,-0.84622097,-1.211512
1083,José C Stangarlini,-0.0027472991,0.57608294,-0.084480196
1084,Roberto Alves,0.00943706,-2.9343777,-2.5012584
1085,Bene Camacho,-1.9113791e-05,-3.736008,-1.1296871
1086,Geraldinho,-0.013605106,1.2617695,-1.7350607
1087,Milton Vieira,0.0042742337,-0.23820005,-1.2543753
1088,Zé Vieira,-0.045939658,2.0320003,1.0522262
1089,Cassio Taniguchi,0.003924655,0.9207645,-4.1021934
1090,Chico Daltro,0.0139977,-0.91453934,0.018187443
1091,Junior Marzola,7.9542806e-05,1.8460767,-7.330266e-06
1092,Acelino Popó,0.0076103336,0.13217533,-1.0738158
1093,Adrian,-0.012755153,-3.405763,0.66261214
1094,Aguinaldo Ribeiro,-0.09591304,-2.053121,-1.8445956
1095,Alberto Filho,0.00014778599,-3.2201564,-2.9392552
1096,Alceu Moreira,0.014761561,0.1440038,-1.1213605
1097,Alessandro Molon,-0.0036125593,-1.2881422,2.7877069
1098,Alexandre Leite,-0.06140064,-0.7510535,-1.7708871
1099,Alfredo Sirkis,-0.0116345,0.7530328,-0.22606671
1100,Almeida Lima,0.0078198025,0.305152,-1.4957142
1101,Amauri Teixeira,0.04801367,-0.5045411,0.856651
1102,André Dias,4.788417e-06,0.7127756,-0.7781495
1103,Andre Moura,0.009367931,-0.9280248,-2.7196238
1104,Ângelo Agnolin,0.0018318557,-0.7662637,0.3934957
1105,Anthony Garotinho,-0.20766,2.1374948,0.38848186
1106,Antônia Lúcia,0.004095631,-0.35498708,-2.3071268
1107,Antonio Balhmann,-0.0066455007,-1.7377099,0.38698772
1108,Antonio Brito,0.022043392,-0.76374316,-0.6929126
1109,Antonio Imbassahy,-0.05730858,1.3591795,-2.7067363
1110,Arnaldo Jordy,-0.029477293,0.62536913,1.1900257
1111,Arthur Lira,-0.0054155155,-2.5993338,-2.6016603
1112,Arthur Oliveira Maia,0.13575462,-0.11063602,-1.1084212
1113,Artur Bruno,-0.016938603,0.14236146,0.82663137
1114,Assis Melo,0.012192159,-1.7549399,0.5661526
1115,Audifax,-0.4193955,0.3889904,0.910355
1116,Augusto Coutinho,0.036210068,0.9782376,-1.8679155
1117,Aureo Ribeiro,-0.023668792,-0.4723289,-0.90342605
1118,Benedita da Silva,0.0017354304,-4.237323,2.1313841
1119,Berinho Bantim,-0.0052606384,0.41302204,-2.2225673
1120,Bernardo Santana de Vasconcellos,-0.006685973,0.40281233,-1.2920702
1121,Bohn Gass,0.0054428894,-3.9372244,2.909898
1122,Bruna Furlan,0.2415317,-1.126103,0.9145952
1123,Carlaile Pedrosa,3.9107545e-05,1.7114553,-3.692863
1124,Carlinhos Almeida,-0.013502397,0.09965804,-1.6423614
1125,Carlos Magno,0.0016478332,-1.0562571,-1.3599911
1126,Carlos Roberto,-0.00015311796,0.007423148,-3.972876
1127,Carmen Zanotto,-0.012043724,-0.025851175,-0.34505394
1128,Celia Rocha,-0.0034271525,-1.4209981,-1.7159948
1129,Cesar Colnago,-0.02440449,0.4010895,-0.7721871
1130,César Halum,-0.088864885,-1.007265,-1.6685544
1131,Cida Borghetti,0.010642641,-3.2821963,-1.515439
1132,Cláudio Puty,0.0031654353,-1.2329284,1.0589507
1133,Cristiano,6.471883e-05,-3.341889,0.08967027
1134,Danilo Forte,-0.00991158,-0.3328801,-0.59132475
1135,Danrlei de Deus Hinterholz,0.046176914,0.21140136,0.2753481
1136,Delegado Protógenes,0.006792348,-0.32796466,-2.0256379
1137,Delegado Waldir,-0.0059216027,0.618497,1.3141589
1138,Diego Andrade,0.006724301,-1.7381408,-2.975589
1139,Dimas Fabiano,-0.009811017,0.03054654,-0.45584956
1140,Domingos Neto,0.0025387285,-1.7590501,-2.2022588
1141,Domingos Sávio,0.21486898,-0.03425997,-1.1839954
1142,Dr. Aluizio,-0.20686023,0.9311443,-0.22370027
1143,Dr. Carlos Alberto,-0.01737608,-0.8409323,0.8667767
1144,Dr. Grilo,0.014355577,-2.0322511,0.7407574
1145,Dr. Jorge Silva,0.03892047,-1.5400484,0.25671735
1146,Dudimar Paxiuba,0.0010042469,0.14877789,-0.32568595
1147,Edinho Araújo,0.047686253,-2.1937077,-0.977586
1148,Edivaldo Holanda Junior,0.004317901,-1.2551572,0.8661217
1149,Edmar Arruda,-0.07115634,0.2864194,-0.65149665
1150,Edson Pimenta,-0.0011847045,-1.2697493,-2.1196556
1151,Edson Silva,-0.025379956,-1.2507309,0.30374318
1152,Eduardo Azeredo,-0.0047751735,1.2745324,-3.0102437
1153,Eli Corrêa Filho,-0.055280805,-0.92424184,-1.4553138
1154,Eliane Rolim,0.0012688987,-2.641001,-0.10726055
1155,Erika Kokay,0.0033619471,-0.6874354,1.809773
1156,Erivelton Santana,-0.015843369,0.3905999,-2.6523702
1157,Eros Biondini,-0.25020716,0.3973194,-1.7875445
1158,Esperidião Amin,-0.013148144,0.68741363,1.5613829
1159,Fábio Trad,-0.11369616,0.35786697,0.992911
1160,Félix Mendonça Júnior,0.09562588,-0.12594481,0.33654198
1161,Fernando Jordão,-0.0014419667,-2.0410883,-2.3190777
1162,Fernando Torres,0.22887538,-0.5739601,2.207179
1163,Flávia Morais,0.09972822,-1.1368331,1.160325
1164,Francisco Araújo,0.0039707343,-2.0509076,-1.2055378
1165,Francisco Floriano,0.02409801,-0.9110355,-0.627003
1166,Gabriel Chalita,0.0031605687,-2.7009215,-0.93000346
1167,Gabriel Guimarães,0.05573951,-4.5459614,1.4346323
1168,Gean Loureiro,-6.816068e-05,-1.4320266,1.0607373
1169,Genecias Noronha,-0.03063023,-0.17825666,-2.942188
1170,Giovani Cherini,0.031260036,-1.448281,-1.7398354
1171,Giroto,-0.0039309864,-1.471069,-0.38178542
1172,Guilherme Mussi,-0.0045104106,-3.2013927,-3.6641402
1173,Hélio Santos,0.020532034,0.6194301,-2.8039937
1174,Henrique Oliveira,-0.0014389752,0.41085064,0.70877427
1175,Heuler Cruvinel,0.011262272,-0.4936988,-1.3304101
1176,Hugo Motta,0.14185734,-2.7867773,-2.425729
1177,Hugo Napoleão,-0.00954047,0.57774335,-2.8293924
1178,Iracema Portella,0.019794105,-0.7425342,-1.001423
1179,Irajá Abreu,0.015024551,-0.45237568,-0.18607551
1180,Jânio Natal,-0.014234203,-1.3973927,-3.074722
1181,Jaqueline Roriz,0.0024935985,-0.21854143,-1.1008083
1182,Jerônimo Goergen,0.01109117,1.1785613,-0.6965177
1183,Jesus Rodrigues,-0.007817013,-1.2335863,0.9463528
1184,Jhonatan de Jesus,-0.0031249374,-0.85848707,-0.742475
1185,João Arruda,-0.033745818,-0.65181905,2.1484902
1186,João Paulo Lima,-0.0072095892,-0.47151867,1.0657431
1187,Jonas Donizette,0.001598419,-1.4673458,0.4346096
1188,Jorge Côrte Real,0.0860307,-2.3618948,-1.9332975
1189,Jorginho Mello,0.25683883,-1.1349427,0.13974226
1190,José Augusto Maia,0.4174654,-1.6232893,0.6597395
1191,José De Filippi,0.0053949417,-2.969081,0.3807995
1192,José Humberto,-0.031720072,-0.78307897,-2.3890512
1193,José Nunes,-0.029703218,-1.0809668,-1.9257783
1194,Jose Stédile,-0.08090562,0.009522553,-0.5653703
1195,Júlio Campos,0.023347506,0.8078373,-1.4257535
1196,Júnior Coimbra,0.0031199825,-2.8255548,-2.7688713
1197,Junji Abe,0.08089907,-1.1137286,-2.5855396
1198,Keiko Ota,0.045602288,-0.31854215,-0.3793461
1199,Lauriete,-0.08571048,-1.2582321,-2.6350973
1200,Leopoldo Meyer,0.018714722,-0.28601986,-0.30711848
1201,Liliam Sá,-0.030131806,0.49024022,0.16110362
1202,Lourival Mendes,0.041881613,0.06565247,-1.193229
1203,Luciana Santos,0.006443246,-2.1018176,1.4864763
1204,Luciano Moreira,3.5108565e-06,-0.049565937,1.1267753
1205,Lucio Vieira Lima,-0.014811594,-0.41887814,-2.940466
1206,Luis Tibé,-0.1367716,-3.3568592,-3.995332
1207,Luiz Argôlo,-0.01047461,-1.9601812,1.0826727
1208,Luiz Carlos,0.042467147,-0.09338363,-0.7514134
1209,Luiz Fernando Machado,-0.001234338,0.37284908,-1.7431774
1210,Luiz Nishimori,0.06308263,-1.003072,-2.272494
1211,Luiz Noé,0.009372062,-3.0881755,0.694933
1212,Luiz Otavio,0.0008455735,-4.3106823,-0.34535697
1213,Mandetta,-0.0017747404,1.0170153,-1.2387792
1214,Mara Gabrilli,-0.004979057,0.15317343,-1.1608568
1215,Marcelo Aguiar,0.015843373,-1.7415437,-3.2347484
1216,Marcelo Matos,-0.01001522,-0.95511115,-0.58565444
1217,Márcio Macêdo,-0.0013213422,-3.9219186,1.5302459
1218,Marcon,0.008482456,-1.1980656,0.47988576
1219,Marcus Pestana,-0.0030925423,1.1049106,-2.0902529
1220,Marina Santanna,-8.838634e-05,-0.9895764,1.6439017
1221,Marllos Sampaio,0.0041646105,-2.4646952,-1.0932626
1222,Miriquinho Batista,0.009403795,-2.1174881,0.6239068
1223,Missionário José Olimpio,0.008752226,0.110720776,-1.9333233
1224,Nelson Marchezan Junior,-0.11582158,0.59600264,-1.038254
1225,Nelson Padovani,-0.055692915,-0.25759724,-1.4790449
1226,Newton Cardoso,-0.0032585145,0.40636283,-0.49560025
1227,Newton Lima,0.0012673907,-2.2095494,1.3464669
1228,Nilda Gondim,-0.004218167,-2.7980592,-2.8324702
1229,Onofre Santo Agostini,0.013493596,0.33777887,-1.2012186
1230,Otoniel Lima,0.03019275,-1.0408113,0.29192555
1231,Oziel Oliveira,-0.009429226,0.055055786,-0.9376077
1232,Padre João,-0.0028729974,-3.6607926,3.3437955
1233,Padre Ton,0.005440705,-1.4565109,0.42081743
1234,Pastor Eurico,-0.010254579,1.122392,-1.1807573
1235,Pastor Marco Feliciano,-0.15476517,-0.13034163,-1.667751
1236,Paulo Cesar Quartiero,-0.00019477367,1.7055339,-3.577102
1237,Paulo Foletto,0.114474155,-0.13391466,-0.22720179
1238,Paulo Freire Costa,-0.36670062,-0.210798,-1.4634254
1239,Paulo Wagner,0.022419976,-0.73303974,0.4129717
1240,Pedro Uczai,0.0041922703,-1.6520972,1.8268238
1241,Policarpo,0.0041158814,-0.45371082,0.26708597
1242,Professora Dorinha Seabra Rezende,0.0635509,-0.44147176,0.8494741
1243,Professora Marcivania,0.013594392,-0.98613536,0.88159215
1244,Raimundão,1.4140041e-06,-1.189461,-2.1983533
1245,Raul Lima,0.00018976312,0.04140466,-0.950619
1246,Reguffe,-0.28364882,2.5079467,-0.8971018
1247,Reinaldo Azambuja,-0.0021610039,1.3596424,-3.4067104
1248,Renan Filho,-0.0050278115,-2.0042121,-0.30691203
1249,Ricardo Izar Junior,0.09490717,-0.11664322,0.46723062
1250,Roberto de Lucena,0.056817323,0.0013673009,-1.1097273
1251,Roberto Dorner,-0.0059569366,-0.5784124,-1.5273411
1252,Roberto Teixeira,-0.0021023634,-2.4455981,-0.99234277
1253,Rogério Carvalho,-0.0003012508,-3.003482,0.8977087
1254,Rogério Peninha Mendonça,-0.1544089,-0.5613407,-1.9710505
1255,Romário,-0.0066961707,-1.6724229,0.7351524
1256,Romero Rodrigues,0.0010907436,1.8647987,-2.0928407
1257,Ronaldo Benedet,0.007008194,-2.8953164,-1.586047
1258,Ronaldo Fonseca,-0.2102851,-0.7439409,-0.62894034
1259,Ronaldo Nogueira,-0.01193354,-0.67237395,-0.3209428
1260,Ronaldo Zulke,-0.018352214,-1.5089242,1.0345516
1261,Rosane Ferreira,0.002152092,0.05846917,0.28054762
1262,Rui Costa,0.005725722,0.07359918,0.6807124
1263,Rui Palmeira,0.0087449765,1.7120663,-1.5522501
1264,Ruy Carneiro,0.15144604,-0.4301441,0.43149793
1265,Ságuas Moraes,0.018836798,-6.3541,3.800355
1266,Sandro Alex,0.012853194,0.14388877,-0.68621445
1267,Sibá Machado,0.002509334,-3.6327393,2.6404016
1268,Stefano Aguiar,-0.10564689,0.58504736,-1.7241771
1269,Stepan Nercessian,0.013981123,0.9494558,-0.10226896
1270,Taumaturgo Lima,-0.004122523,-3.1993604,-1.5803123
1271,Tiririca,0.35391048,-2.203589,2.2621236
1272,Toninho Pinheiro,-0.013560952,-1.5577793,-1.6768374
1273,Valdivino de Oliveira,-0.043606557,0.64570117,-1.7003946
1274,Valmir Assunção,-0.00879521,-1.7474582,1.7651023
1275,Vaz de Lima,0.009496829,0.34389,-1.4114712
1276,Vicente Candido,2.1989821e-05,-4.59022,1.3182455
1277,Vilalba,0.012275284,-1.0838476,-0.3146105
1278,Vinicius Gurgel,-0.3616667,-1.4184868,-2.7190018
1279,Vitor Paulo,-0.042946454,-1.373312,-1.0142576
1280,Waldenor Pereira,-0.006681454,-0.62751174,1.8936845
1281,Walney Rocha,-0.0019173487,-0.4147569,-0.104858406
1282,Walter Tosta,0.023281075,-0.18383099,0.13006084
1283,Washington Reis,-0.009667651,-4.03906,-2.0115373
1284,Weliton Prado,0.13253954,1.8326348,0.59441304
1285,William Dib,-0.031824954,0.6082967,-1.7757484
1286,Zé Silva,0.12154554,-0.0154021345,-1.450515
1287,Zeca Dirceu,0.10993986,-2.7412207,1.6347101
1288,Zoinho,0.01605093,0.73253316,0.5082004
1289,Assis Carvalho,0.0048766136,-4.2850184,2.1483743
1290,Teresa Surita,-0.0014873615,-2.8309581,-0.73920953
1291,Anderson Ferreira,0.0061378023,-2.043629,-1.6768327
1292,Dra.Elaine Abissamra,-6.612444e-05,-4.55261,-1.5300354e-06
1293,Fernando Francischini,0.019958317,0.66626936,-0.52396744
1294,João Ananias,-0.09449704,-0.7473228,-0.08732377
